"","jersey_number","name","games","games_started","minutes","points","fgm_2","fga_2","p2_perc","fgm_3","fga_3","p3_perc","fgm","fga","fg_perc","ftm","fta","ft_perc","dr","or","tr","as","st","to","bs","pf","ef","plus_minus","dbl_dbl","season","team"
"18","21","Didovic A. (PF)",9,0,"05:49","1.1",0.6,1,"55.6%",0,0.3,"0.0%",0.6,1.3,"41.7%",0,0,"0.0%",0.6,0,0.6,0.6,0.1,0.7,0.1,0.6,"1.0",-5.8,0,"2012-2013","421-gie"
"19","11","Pflüger R. (SG)",6,0,"05:24","1.0",0.5,1,"50.0%",0,0,"0.0%",0.5,1,"50.0%",0,0,"0.0%",0.3,0,0.3,0.3,0.2,0.7,0,0.3,"0.7",-5.3,0,"2012-2013","421-gie"
"20","44","Turudic D. (C)",9,0,"04:26","0.8",0.3,1.1,"30.0%",0,0.2,"0.0%",0.3,1.3,"25.0%",0.1,0.1,"100.0%",0.6,0.1,0.7,0.1,0.1,0.2,0.3,0.4,"0.8",-3.1,0,"2012-2013","421-gie"
"21","11","Weems K. (SF)",39,31,"27:58","13.8",3.9,7.6,"51.5%",1.3,3.9,"33.1%",5.2,11.4,"45.3%",2.1,2.6,"80.6%",4,1,4.9,1.3,0.7,1.4,0.4,2.7,"12.9",-1.3,0.1,"2012-2013","415-bon"
"22","13","McLean J. (PF)",22,12,"26:48","13.5",4.1,7,"59.5%",0,0.2,"0.0%",4.1,7.2,"57.6%",5.2,7.9,"65.9%",3.9,2.3,6.2,1.3,1,1.4,0.5,2.9,"15.2",0.5,0.2,"2012-2013","415-bon"
"23","14","Vaden R. (SF)",28,28,"31:04","13.4",2.6,5.4,"48.7%",2.4,6,"40.5%",5,11.4,"44.3%",0.9,1.2,"78.8%",3,0.4,3.5,2.2,0.5,2,0.2,2.1,"11.1",2.6,0,"2012-2013","415-bon"
"24","7","Ewing Junior P. (PF)",12,8,"21:19","11.5",3.8,7,"54.8%",0.3,2.7,"12.5%",4.2,9.7,"43.1%",2.8,3.3,"85.0%",4.9,1.2,6.1,1.8,0.3,1.7,0.4,3.2,"12.5",0,0.2,"2012-2013","415-bon"
"25","6","Veikalas B. (SG)",37,30,"25:13","11.2",1.6,3.2,"50.4%",2.1,4.8,"43.2%",3.7,8,"46.1%",1.8,2.2,"83.8%",2,0.6,2.6,1.2,0.5,0.9,0.2,2.2,"10.1",-2.1,0,"2012-2013","415-bon"
"26","10","Jordan J. (PG)",39,39,"33:40","10.3",2.9,5.3,"55.1%",0.9,3,"31.9%",3.8,8.2,"46.7%",1.6,2.3,"71.1%",2.6,1,3.6,7.8,1,2,0.2,2.3,"15.8",1,0.2,"2012-2013","415-bon"
"27","5","Ensminger C. (C)",38,25,"18:20","7.8",3,5.8,"50.9%",0,0,"0.0%",3,5.9,"50.7%",1.8,2.7,"68.3%",2.8,1.9,4.7,0.9,0.2,1.1,0.2,2.7,"8.9",-1.7,0,"2012-2013","415-bon"
"28","4","McCray D. (PG)",39,2,"17:16","7.4",1.8,3.7,"49.0%",0.8,2.2,"34.9%",2.6,5.9,"43.7%",1.5,2.1,"69.9%",1.5,0.3,1.9,1.3,0.6,1.5,0.1,2.8,"5.7",-2.3,0,"2012-2013","415-bon"
"29","15","Wohlfarth-Bottermann J. (C)",37,9,"14:26","5.5",2,3.2,"62.5%",0,0,"0.0%",2,3.2,"62.5%",1.5,3.1,"48.3%",2.1,1.5,3.6,0.4,0.2,1.1,1.2,2.8,"7.1",0.7,0,"2012-2013","415-bon"
"30","9","Thülig F. (SF)",31,2,"11:35","3.3",0.6,1.3,"51.3%",0.5,1.5,"34.8%",1.2,2.7,"42.4%",0.4,0.5,"76.5%",0.7,0.5,1.2,0.3,0.2,0.2,0.1,1.5,"3.1",0.4,0,"2012-2013","415-bon"
"31","8","Mangold A. (PG)",32,8,"15:31","3.1",0.4,0.8,"51.9%",0.7,2,"32.8%",1.1,2.8,"38.5%",0.2,0.4,"58.3%",1.6,0.3,1.9,0.8,0.4,0.5,0,2.1,"3.8",-0.1,0,"2012-2013","415-bon"
"32","22","Mueller J. (PG)",1,0,"11:04","3.0",0,1,"0.0%",1,2,"50.0%",1,3,"33.3%",0,0,"0.0%",2,0,2,1,0,0,0,5,"4.0",-5,0,"2012-2013","415-bon"
"33","20","Dohmen M. (PF)",2,0,"06:24","2.5",0.5,2,"25.0%",0.5,2,"25.0%",1,4,"25.0%",0,0,"0.0%",0.5,0,0.5,0.5,0,0,0,0.5,"0.5",-2.5,0,"2012-2013","415-bon"
"34","21","Apasu J. (SF)",1,0,"10:00","2.0",1,3,"33.3%",0,0,"0.0%",1,3,"33.3%",0,0,"0.0%",0,0,0,0,1,1,0,1,"0.0",-4,0,"2012-2013","415-bon"
"35","12","Koch F. (SF)",9,0,"02:51","0.9",0.2,0.7,"33.3%",0.1,0.2,"50.0%",0.3,0.9,"37.5%",0.1,0.4,"25.0%",0.6,0.1,0.7,0.2,0.2,0.1,0,0.4,"1.0",2.2,0,"2012-2013","415-bon"
"36","23","Mertz L. (PG)",1,0,"04:00","0.0",0,0,"0.0%",0,0,"0.0%",0,0,"0.0%",0,0,"0.0%",0,1,1,0,0,0,0,2,"1.0",-5,0,"2012-2013","415-bon"
"37","25","Timberlake C. (SG)",30,27,"28:04","12.1",4.3,8.6,"50.0%",0.3,1.4,"24.4%",4.6,10,"46.5%",2.5,3.9,"63.8%",2.4,0.7,3.1,3.4,1,2.4,0.3,2.5,"10.7",-2.9,0.1,"2012-2013","428-mbc"
"38","32","Uskoski D. (PF)",34,8,"23:07","10.6",1.5,2.6,"55.6%",1.9,4.6,"41.1%",3.4,7.3,"46.4%",1.9,2.7,"70.3%",3.5,1.3,4.8,0.8,0.4,1,0.3,2.2,"11.2",-0.2,0,"2012-2013","428-mbc"
"39","13","Vilhjalmsson H. (PG)",34,26,"23:51","9.6",1.5,3.1,"47.2%",1.8,5.6,"32.1%",3.3,8.7,"37.5%",1.3,1.6,"78.2%",1.8,0.3,2.1,3,0.9,2.1,0.1,2.3,"7.8",-1.5,0.1,"2012-2013","428-mbc"
"40","4","Beidler K. (SF)",34,32,"25:53","9.3",2.9,5.3,"54.7%",0.4,1.3,"28.9%",3.3,6.6,"49.6%",2.3,3.2,"71.8%",3.4,1.4,4.8,1.7,1.1,1,0.4,2,"11.9",0.3,0,"2012-2013","428-mbc"
"41","8","Jeanty O. (SG)",13,6,"21:51","7.5",0.5,1.7,"31.8%",1.8,4.5,"40.7%",2.4,6.2,"38.3%",0.8,0.9,"91.7%",0.8,0.2,1,1.7,0.5,1.9,0.2,2.3,"4.9",0.4,0,"2012-2013","428-mbc"
"42","12","Pantelic D. (C)",34,33,"22:28","7.2",2.2,3.7,"59.1%",0.4,1.5,"25.5%",2.6,5.2,"49.4%",1.6,2.4,"68.8%",3.4,1.5,4.9,1.1,0.7,1.1,1.4,2.8,"10.8",-0.2,0.1,"2012-2013","428-mbc"
"43","5","Curry S. (PG)",16,8,"20:09","6.9",1.4,3.3,"44.2%",0.8,3,"27.1%",2.3,6.3,"36.0%",1.6,1.9,"80.7%",1.4,0.4,1.8,1.4,0.9,1.5,0,2.3,"5.2",-2.2,0,"2012-2013","428-mbc"
"44","22","Heyden P. (C)",30,1,"16:06","6.3",2.3,4.4,"52.3%",0,0.1,"0.0%",2.3,4.5,"51.1%",1.7,2.2,"80.0%",2.1,1.3,3.4,0.5,0.2,1,0.6,2.4,"7.4",-1.8,0,"2012-2013","428-mbc"
"45","24","Wachalski S. (PF)",34,27,"19:06","6.2",1.2,2.6,"45.6%",0.7,2.6,"26.1%",1.9,5.2,"36.0%",1.7,2,"86.8%",2,0.9,2.8,0.6,0.5,0.9,0.2,1.6,"5.9",-4.4,0,"2012-2013","428-mbc"
"46","6","Schwarz M. (SG)",34,1,"15:26","5.4",0.2,0.4,"42.9%",1.6,4,"38.7%",1.7,4.4,"39.1%",0.3,0.4,"84.6%",0.9,0.2,1.1,0.7,0.2,0.5,0,1.5,"4.1",-2.4,0,"2012-2013","428-mbc"
"47","16","Leutloff S. (SF)",25,1,"14:17","3.9",1.3,2.5,"52.4%",0.1,0.2,"50.0%",1.4,2.7,"52.2%",1,1.9,"53.2%",1.4,1.1,2.5,0.6,0.2,1,0,1.9,"4.1",-3.3,0,"2012-2013","428-mbc"
"48","17","Lange J. (PF)",12,0,"03:51","1.7",0.3,0.8,"44.4%",0.3,0.8,"30.0%",0.6,1.6,"36.8%",0.3,0.5,"50.0%",0.6,0.3,0.8,0.2,0,0.4,0.1,0.9,"1.1",-2.1,0,"2012-2013","428-mbc"
"49","9","Gibson R. (PG)",7,0,"12:09","1.6",0.3,1.9,"15.4%",0.3,1.9,"15.4%",0.6,3.7,"15.4%",0.1,0.3,"50.0%",0.6,0.1,0.7,1.4,1.1,1.1,0.1,2.1,"0.6",-4.9,0,"2012-2013","428-mbc"
"50","11","Lieser P. (PG)",6,0,"02:29","1.0",0.5,1.2,"42.9%",0,0,"0.0%",0.5,1.2,"42.9%",0,0,"0.0%",0.2,0.2,0.3,0.2,0,0.2,0,0.3,"0.7",-1.2,0,"2012-2013","428-mbc"
"51","10","Mitchell C. (SF)",11,9,"22:58","13.1",2.5,4.8,"50.9%",1.8,4.5,"40.0%",4.3,9.4,"45.6%",2.7,3,"90.9%",1.6,0.9,2.6,0.5,0.8,1.9,0,1.1,"9.6",-2.2,0,"2012-2013","422-bra"
"52","17","Schröder D. (PG)",32,14,"25:16","12.0",2.7,6.3,"43.3%",1.3,3.3,"40.0%",4,9.6,"42.2%",2.6,3.2,"83.2%",1.8,0.7,2.5,3.2,0.9,2.5,0,1.9,"10.0",-2.4,0,"2012-2013","422-bra"
"53","8","Nana H. (PF)",27,23,"25:24","10.6",2.5,5.6,"44.4%",1.3,3.7,"35.6%",3.8,9.3,"40.9%",1.7,2.8,"60.0%",4.2,1.1,5.3,1.2,0.8,1.9,0.1,2.6,"9.5",-2.6,0,"2012-2013","422-bra"
"54","23","McElroy I. (SF)",34,28,"30:50","9.8",2.2,4,"54.0%",1.1,3.1,"36.5%",3.3,7.1,"46.5%",2.1,2.5,"81.4%",2.8,1,3.8,2.8,1,1.3,0,1.5,"11.8",-0.4,0,"2012-2013","422-bra"
"55","11","Anderson J. (PG)",21,14,"24:38","9.7",2,4.5,"44.7%",1.4,3.3,"42.0%",3.4,7.8,"43.6%",1.5,1.7,"91.4%",1.6,0.5,2.1,2.4,0.2,1.4,0.1,1.4,"8.5",-0.7,0,"2012-2013","422-bra"
"56","10","Pigram C. (PG)",21,7,"20:31","8.8",1.9,3.7,"51.3%",1.4,4,"34.1%",3.3,7.8,"42.3%",0.9,1,"81.8%",1.3,0.2,1.6,2.4,0.7,1.8,0,1.5,"7.0",-1.9,0,"2012-2013","422-bra"
"57","31","Barton L. (SF)",16,8,"22:34","8.6",1.4,2.8,"48.9%",1.6,4.5,"36.1%",3,7.3,"41.0%",1,1.2,"84.2%",3.6,1.3,4.9,1.5,0.9,0.7,0.4,1.6,"11.1",2.3,0.1,"2012-2013","422-bra"
"58","15","Boateng E. (C)",32,27,"21:06","7.6",3.3,5.2,"62.3%",0,0,"0.0%",3.3,5.2,"62.3%",1.1,2.1,"54.6%",3.5,2.3,5.9,0.4,0.5,1.8,0.6,3.3,"10.3",-1.4,0.1,"2012-2013","422-bra"
"59","7","Davis J. (PG)",18,15,"20:31","6.4",1.7,3.2,"53.4%",0.4,1.5,"29.6%",2.2,4.7,"45.9%",1.7,1.8,"93.8%",1.3,0,1.3,1.5,0.6,1.3,0.1,2.3,"5.8",-0.1,0,"2012-2013","422-bra"
"60","12","McFadden T. (PG)",15,2,"14:40","5.4",0.9,2.2,"39.4%",1.1,2.9,"39.5%",2,5.1,"39.5%",0.3,0.3,"100.0%",1.1,0.4,1.5,1.2,0.3,0.7,0,1.1,"4.7",-1.1,0,"2012-2013","422-bra"
"61","9","Schneiders N. (C)",33,5,"12:33","5.1",1.9,2.9,"67.4%",0,0,"0.0%",1.9,2.9,"67.4%",1.2,1.9,"60.9%",1.4,1.3,2.7,0.1,0.3,0.8,0.8,2.4,"6.5",-2.1,0,"2012-2013","422-bra"
"62","19","Gertz L. (SG)",1,0,"22:26","5.0",1,1,"100.0%",1,2,"50.0%",2,3,"66.7%",0,0,"0.0%",0,1,1,1,0,1,0,1,"5.0",23,0,"2012-2013","422-bra"
"63","5","Kulawick R. (SG)",33,7,"13:58","4.6",0.2,0.5,"33.3%",1.3,3.5,"36.5%",1.4,3.9,"36.2%",0.5,0.6,"81.0%",1.1,0.2,1.2,0.5,0.3,0.4,0,1.9,"3.7",-2.6,0,"2012-2013","422-bra"
"64","6","Mittmann N. (SF)",30,11,"18:29","3.9",0.7,1.8,"38.9%",0.8,2.4,"33.3%",1.5,4.2,"35.7%",0.1,0.1,"100.0%",2.5,0.7,3.1,0.7,0.4,0.4,0.1,1.8,"5.2",0.1,0,"2012-2013","422-bra"
"65","16","Sant-Roos H. (SF)",5,0,"10:07","3.0",1,1.6,"62.5%",0,0.6,"0.0%",1,2.2,"45.5%",1,1.6,"62.5%",1,0.8,1.8,0.6,1,0.2,0.4,0.8,"4.8",6.6,0,"2012-2013","422-bra"
"66","22","Land E. (C)",27,4,"06:09","2.0",0.7,1.3,"52.8%",0,0.1,"0.0%",0.7,1.5,"47.5%",0.6,0.9,"70.8%",0.8,0.3,1.1,0.2,0,0.3,0,1.4,"2.0",-0.9,0,"2012-2013","422-bra"
"67","11","Bailey B. (SG)",33,14,"24:43","12.2",2.7,5.5,"48.9%",0.8,1.9,"39.7%",3.5,7.4,"46.5%",4.5,5.3,"84.7%",2.1,0.6,2.7,2.7,0.9,2.6,0,3.2,"11.2",0,0,"2012-2013","425-bay"
"68","12","Trapani J. (PF)",32,13,"22:36","10.6",3.2,5.8,"54.0%",0.6,3,"18.9%",3.7,8.8,"42.2%",2.6,3.5,"75.0%",3.8,2.2,5.9,0.7,0.4,1.3,0.3,2.2,"10.7",-1.1,0.1,"2012-2013","425-bay"
"69","22","Cain J. (PF)",32,20,"21:37","9.8",2.9,5.6,"52.2%",0.3,1.5,"20.4%",3.2,7.1,"45.4%",3.1,4.5,"68.5%",4,1.6,5.6,1.3,0.4,2.6,0.3,3.2,"9.5",-2.7,0,"2012-2013","425-bay"
"70","14","Hamilton K. (PG)",23,19,"28:34","9.5",2.3,4.9,"46.9%",1.3,3.7,"34.1%",3.6,8.6,"41.4%",1.1,1.6,"72.2%",2.9,0.7,3.5,4.4,1.6,2.8,0.1,2.5,"10.9",-3.9,0,"2012-2013","425-bay"
"71","52","McGhee G. (C)",34,34,"25:51","9.4",3.5,6.6,"52.9%",0,0,"0.0%",3.5,6.6,"52.9%",2.5,4.1,"61.6%",4.4,2.1,6.5,0.8,0.4,1.9,0.8,2.8,"11.4",-1.6,0.1,"2012-2013","425-bay"
"72","9","Simon N. (PG)",33,28,"25:39","9.3",1.4,3.3,"41.8%",1.7,3.6,"47.5%",3.1,6.9,"44.7%",1.4,1.6,"86.8%",1.7,0.2,1.9,1.3,0.2,1.2,0,2.6,"7.5",0.2,0,"2012-2013","425-bay"
"73","42","Wyrick B. (SF)",26,24,"26:00","7.4",1.6,3.8,"41.0%",1.3,3.6,"35.1%",2.8,7.5,"38.1%",0.5,0.8,"60.0%",2,1.2,3.2,1.1,0.5,1,0.1,2.6,"6.4",-2.7,0,"2012-2013","425-bay"
"74","21","Schmitz S. (PG)",34,12,"15:60","5.5",0.4,1.6,"27.3%",1.1,3.1,"37.1%",1.6,4.7,"33.8%",1.2,1.5,"76.9%",0.8,0.2,1,1.1,0.2,0.7,0,2,"3.7",-1.4,0,"2012-2013","425-bay"
"75","6","Siksnius A. (SF)",7,4,"14:44","4.4",0.3,1,"28.6%",1.1,3.1,"36.4%",1.4,4.1,"34.5%",0.4,0.9,"50.0%",0.4,0.3,0.7,0.1,0,1.1,0,2.1,"1.0",-2.3,0,"2012-2013","425-bay"
"76","24","Rohnert N. (SG)",6,0,"15:23","3.0",0.8,2.2,"38.5%",0.3,1,"33.3%",1.2,3.2,"36.8%",0.3,0.3,"100.0%",1.3,0.7,2,0.7,0.5,1,0,0.8,"3.2",-5.3,0,"2012-2013","425-bay"
"77","7","Spöler T. (SF)",24,1,"08:40","2.7",0.3,0.8,"35.0%",0.4,1.2,"34.5%",0.7,2,"34.7%",0.9,1,"91.3%",1,0.9,1.9,0.1,0.2,0.8,0,1.5,"2.7",-0.6,0,"2012-2013","425-bay"
"78","17","Zeis P. (PF)",28,1,"08:40","2.3",0.1,0.3,"37.5%",0.6,1.4,"47.4%",0.8,1.6,"45.7%",0.2,0.2,"100.0%",0.9,0.3,1.2,0.2,0.3,0.2,0,1.4,"2.9",-2.1,0,"2012-2013","425-bay"
"79","8","Schmidt S. (C)",32,0,"10:01","2.2",0.8,2,"38.1%",0,0,"0.0%",0.8,2,"37.5%",0.7,0.8,"80.8%",1,1.1,2.1,0.3,0,0.7,0.1,1.7,"2.5",-1.9,0,"2012-2013","425-bay"
"80","20","Chambers T. (PG)",2,0,"00:19","0.0",0,0,"0.0%",0,0,"0.0%",0,0,"0.0%",0,0,"0.0%",0,0,0,0,0,0.5,0,0,"-0.5",-0.5,0,"2012-2013","425-bay"
"81","35","Peacock Z. (PF)",33,30,"24:51","15.4",5.9,10.8,"54.6%",0,0.2,"12.5%",5.9,11.1,"53.7%",3.5,4.8,"71.7%",3.3,1.9,5.2,0.9,1.2,2,0.3,3.2,"14.4",0,0.1,"2012-2013","426-fra"
"82","24","Brooks R. (SG)",34,34,"33:29","14.7",4.3,8.1,"52.3%",1.2,3.6,"34.1%",5.5,11.8,"46.8%",2.5,3.4,"74.6%",3.3,0.6,3.9,2,0.9,2,0.2,1.8,"12.5",-2.7,0,"2012-2013","426-fra"
"83","9","Scott T. (SG)",12,11,"26:22","13.5",3,6.1,"49.3%",2,6.3,"32.0%",5,12.3,"40.5%",1.5,1.8,"81.8%",1.6,0.6,2.2,1.4,0.3,1.8,0,1.8,"7.9",-2.5,0,"2012-2013","426-fra"
"84","55","Robinson D. (PG)",16,11,"22:14","12.0",3.1,6.1,"51.5%",0.8,2.1,"39.4%",3.9,8.1,"48.5%",3.3,4.1,"80.3%",1.3,0.4,1.6,1.4,0.6,1.8,0,1.6,"8.8",0.1,0,"2012-2013","426-fra"
"85","23","Robertson Q. (SG)",34,34,"37:03","10.8",2.5,5,"49.7%",1.2,4.1,"29.8%",3.7,9.1,"40.7%",2.1,2.8,"75.0%",5.2,1.2,6.3,2.9,1.9,2.1,0.3,3.2,"13.9",-0.4,0.1,"2012-2013","426-fra"
"86","34","Prowell L. (PF)",33,31,"25:53","10.6",2.6,4,"65.4%",1.3,2.6,"50.6%",3.9,6.6,"59.6%",1.5,1.7,"84.2%",2.7,0.9,3.6,1.1,0.4,1.7,0.5,3,"11.6",-1.2,0,"2012-2013","426-fra"
"87","12","Dowell D. (PF)",19,9,"25:48","8.7",1.2,2.3,"53.5%",1.7,4.2,"40.5%",2.9,6.4,"45.1%",1.2,2.3,"53.5%",2.8,1,3.7,1,0.7,1.4,0.6,2.9,"8.8",-1.8,0.1,"2012-2013","426-fra"
"88","13","Jones J. (PG)",14,11,"25:18","6.9",1.8,4.1,"43.9%",0.9,2.5,"34.3%",2.6,6.6,"40.2%",0.8,1.2,"64.7%",0.9,0.7,1.6,3,1.1,1.3,0.1,2.6,"7.2",-2,0,"2012-2013","426-fra"
"89","4","Wright L. (PG)",9,4,"18:52","6.2",0.7,2.2,"30.0%",1.4,3.8,"38.2%",2.1,6,"35.2%",0.6,0.6,"100.0%",1,0.1,1.1,0.3,0.4,0.7,0.1,2.1,"3.7",-2.8,0,"2012-2013","426-fra"
"90","31","Gibson D. (PG)",29,11,"21:34","6.1",1.6,3.4,"45.5%",0.3,1.4,"25.0%",1.9,4.8,"39.6%",2,3.2,"62.0%",1.7,0.6,2.3,3.2,1.2,1.8,0.2,2.5,"7.0",1,0,"2012-2013","426-fra"
"91","21","Barthel D. (PF)",30,12,"17:03","4.3",1.2,2.3,"54.4%",0.4,0.9,"39.3%",1.6,3.2,"50.0%",0.8,1.4,"53.5%",2,0.9,2.9,0.5,0.3,0.9,0.3,2.3,"5.2",-2.2,0,"2012-2013","426-fra"
"92","17","Voigtmann J. (C)",26,2,"09:41","3.0",1.3,2.4,"54.8%",0,0,"0.0%",1.3,2.4,"54.0%",0.4,0.5,"71.4%",1.4,0.7,2.1,0.4,0.2,0.6,0.2,1,"4.0",-0.2,0,"2012-2013","426-fra"
"93","7","Klein K. (PG)",32,5,"13:15","3.0",0.6,1.7,"33.3%",0.4,2.1,"17.6%",0.9,3.8,"24.6%",0.7,0.8,"92.0%",0.9,0.2,1.1,0.7,0.6,0.7,0,1.9,"1.8",-0.1,0,"2012-2013","426-fra"
"94","14","Nolte M. (C)",28,2,"10:50","2.6",0.8,1.4,"55.0%",0,0,"0.0%",0.8,1.4,"55.0%",1.1,1.8,"61.2%",1.1,0.8,2,0.1,0.3,0.8,0,1.9,"3.0",1,0,"2012-2013","426-fra"
"95","10","Merz M. (PG)",3,0,"07:19","2.0",0.3,0.3,"100.0%",0.3,0.7,"50.0%",0.7,1,"66.7%",0.3,0.7,"50.0%",0.3,0,0.3,0.7,0,0,0,1,"2.3",0.7,0,"2012-2013","426-fra"
"96","15","Novak J. (PF)",4,0,"04:00","0.5",0,0,"0.0%",0,0.3,"0.0%",0,0.3,"0.0%",0.5,0.5,"100.0%",0,0,0,0.3,0,0.3,0,0.8,"0.3",4.8,0,"2012-2013","426-fra"
"97","8","Oldenburg T. (PF)",2,0,"00:23","0.0",0,0,"0.0%",0,0,"0.0%",0,0,"0.0%",0,0,"0.0%",0,0,0,0,0,0,0.5,0,"0.5",0,0,"2012-2013","426-fra"
"98","4","Rice T. (PG)",40,20,"24:15","15.8",3.2,6.2,"51.6%",1.5,4.4,"34.9%",4.7,10.5,"44.7%",4.9,5.5,"88.2%",1.6,0.3,1.9,4.4,0.8,2.2,0.1,2.5,"14.2",5.5,0,"2012-2013","486-fcb"
"99","5","Troutman C. (PF)",37,22,"22:56","12.2",4.1,6.2,"65.8%",0.4,1.2,"33.3%",4.5,7.4,"60.4%",2.9,3.7,"77.9%",3.9,1.7,5.6,0.9,0.6,1.5,0.2,2.9,"14.2",3.2,0.1,"2012-2013","486-fcb"
"100","12","Benzing R. (SF)",42,32,"22:08","10.3",2,4.5,"46.0%",1.3,3.5,"35.8%",3.3,8,"41.5%",2.4,3,"81.6%",2.5,1,3.4,0.8,0.5,1.1,0.2,2.7,"9.0",5.1,0,"2012-2013","486-fcb"
"101","7","Thomas B. (SF)",40,19,"26:20","9.3",2.1,3.8,"56.0%",1.2,3,"39.0%",3.3,6.7,"48.5%",1.6,2,"82.1%",2.1,0.7,2.8,1.3,0.7,1.1,0.1,2,"9.2",3.1,0,"2012-2013","486-fcb"
