"","jersey_number","name","games","games_started","minutes","points","fgm_2","fga_2","p2_perc","fgm_3","fga_3","p3_perc","fgm","fga","fg_perc","ftm","fta","ft_perc","dr","or","tr","as","st","to","bs","pf","ef","plus_minus","dbl_dbl","season","team"
"78","7","Penigar D. ()",9,5,"24:31","13.6",3.2,6.6,"49.2%",1.6,3.8,"41.2%",4.8,10.3,"46.2%",2.4,3,"81.5%",4.2,1.9,6.1,0.9,1.6,2.6,0.4,2.7,"13.9",0,0.2,"2005-2006","430-old"
"79","18","Valters K. ()",34,34,"29:26","13.2",1.9,4,"46.7%",1.8,5.1,"35.4%",3.7,9.1,"40.3%",4,4.6,"86.1%",3,0.9,3.9,4,1.4,3.2,0.1,3.3,"13.4",0,0,"2005-2006","430-old"
"80","30","Blanchard L. ()",29,27,"26:34","12.1",4,7.8,"51.1%",0.6,1.8,"30.2%",4.6,9.7,"47.1%",2.4,3.7,"66.4%",3.2,2.6,5.8,1.3,1.1,1.7,0.2,3.2,"12.5",0,0.1,"2005-2006","430-old"
"81","34","Johnson W. ()",35,5,"18:56","8.5",2.7,4.9,"54.7%",0.3,0.6,"45.5%",2.9,5.5,"53.6%",2.4,3.8,"62.9%",2.8,1.5,4.2,0.3,0.5,1.8,0.4,3.1,"8.2",0,0,"2005-2006","430-old"
"82","50","Dixon D. ()",35,30,"19:52","6.1",2.5,4.7,"52.4%",0,0,"0.0%",2.5,4.7,"52.1%",1.2,2.7,"44.8%",3.7,1.9,5.5,0.5,0.6,1.2,1.3,2.9,"9.1",0,0,"2005-2006","430-old"
"83","4","Brown C. ()",27,7,"16:60","5.4",0.9,2.3,"37.1%",0.9,3,"28.8%",1.7,5.3,"32.4%",1.2,1.4,"84.2%",0.5,0.2,0.7,1.6,0.6,1.3,0,1.3,"3.3",0,0,"2005-2006","430-old"
"84","15","Popescu B. ()",35,3,"13:05","4.9",1.2,2.6,"47.3%",0.4,1.3,"28.3%",1.6,3.9,"40.9%",1.3,2,"68.1%",1.4,1.2,2.6,0.6,0.3,0.7,0.1,2,"4.9",0,0,"2005-2006","430-old"
"85","6","Strauch D. ()",34,4,"13:59","4.3",0.7,1.9,"36.5%",0.7,1.8,"40.0%",1.4,3.6,"38.2%",0.9,1.2,"72.5%",1.9,0.8,2.7,0.3,0.2,0.9,0,1.9,"4.0",0,0,"2005-2006","430-old"
"86","10","Burke P. ()",30,1,"13:15","2.3",0.4,0.8,"47.8%",0.4,1.5,"24.4%",0.7,2.3,"32.4%",0.4,0.6,"72.2%",0.9,0.3,1.3,1,0.6,0.8,0,1.3,"2.7",0,0,"2005-2006","430-old"
"87","12","Evans Y. ()",2,0,"01:47","1.5",0.5,0.5,"100.0%",0,0,"0.0%",0.5,0.5,"100.0%",0.5,1,"50.0%",0.5,0,0.5,0,0,0,0,0.5,"1.5",0,0,"2005-2006","430-old"
"88","11","Knoch J. ()",1,0,"01:41","0.0",0,1,"0.0%",0,0,"0.0%",0,1,"0.0%",0,0,"0.0%",0,0,0,0,0,1,0,0,"-2.0",0,0,"2005-2006","430-old"
"89","13","Becka P. ()",2,0,"02:54","0.0",0,0.5,"0.0%",0,0,"0.0%",0,0.5,"0.0%",0,0,"0.0%",1,0.5,1.5,0,0,1,0,1.5,"0.0",0,0,"2005-2006","430-old"
"90","5","Mallet D. ()",30,29,"28:60","15.9",2.7,5.3,"51.6%",2.4,5.9,"41.5%",5.2,11.2,"46.3%",3.1,3.7,"83.9%",1.7,0.4,2.1,2.3,1.4,2.1,0,2.8,"13.1",0,0,"2005-2006","420-bam"
"91","4","Ensminger C. ()",38,35,"25:15","10.2",3.7,6.3,"58.6%",0,0,"0.0%",3.7,6.3,"58.3%",2.8,4.4,"63.7%",5.7,1.8,7.6,1.2,0.6,2,0.4,3.1,"13.8",0,0.2,"2005-2006","420-bam"
"92","33","Nelson S. ()",33,32,"26:02","10.0",2.6,4.4,"60.0%",0.8,2.2,"34.2%",3.4,6.6,"51.4%",2.4,3.5,"69.0%",5.4,1.7,7.1,1.8,0.8,2.2,0.4,2.8,"13.6",0,0.1,"2005-2006","420-bam"
"93","12","Garrett R. (SF)",38,8,"23:55","9.2",1.5,3.3,"46.4%",1.5,4,"37.7%",3,7.3,"41.7%",1.7,2.8,"58.9%",2.7,0.4,3.2,1.7,0.6,1.7,0.1,1.8,"7.7",0,0,"2005-2006","420-bam"
"94","15","Phelps D. ()",38,26,"24:42","8.2",1.9,3.9,"48.0%",0.7,2.8,"24.3%",2.6,6.7,"38.0%",2.4,3.4,"71.9%",1.7,0.5,2.2,2.9,0.8,1.4,0,1.4,"7.7",0,0,"2005-2006","420-bam"
"95","20","Archibong K. ()",38,38,"24:38","7.8",2.1,3.8,"53.4%",0.6,1.7,"33.3%",2.6,5.6,"47.2%",1.9,3,"64.9%",2.7,1.7,4.4,0.8,0.7,1.4,0.7,3.1,"9.0",0,0,"2005-2006","420-bam"
"96","6","Hamann S. ()",21,12,"19:38","7.5",2.2,3.6,"62.7%",0.4,1.3,"28.6%",2.6,4.9,"53.4%",1.9,3,"64.5%",1.1,0.1,1.2,2.1,0.7,1.5,0,2.3,"6.8",0,0,"2005-2006","420-bam"
"97","31","Begley T. (SF)",39,4,"18:45","7.2",0.5,1.4,"35.7%",1.8,4.1,"44.0%",2.3,5.5,"41.9%",0.8,1.3,"63.3%",1.3,0.6,1.9,1,0.7,1.1,0.1,2.1,"6.2",0,0,"2005-2006","420-bam"
"98","9","Helmanis U. ()",36,3,"15:00","6.1",0.7,1.2,"60.5%",1.1,2.6,"44.1%",1.9,3.8,"49.3%",1.3,1.6,"76.3%",2,0.9,3,0.4,0.3,0.7,0.1,2.8,"6.9",0,0,"2005-2006","420-bam"
"99","24","Hairston R. ()",1,0,"14:04","3.0",0,1,"0.0%",1,2,"50.0%",1,3,"33.3%",0,0,"0.0%",1,1,2,1,0,1,0,2,"3.0",0,0,"2005-2006","420-bam"
"100","22","Nahar M. ()",30,4,"09:44","2.4",0.8,1.7,"49.0%",0,0,"0.0%",0.8,1.7,"49.0%",0.7,0.9,"80.8%",1.6,0.5,2.1,0.1,0.1,0.5,0.1,1.7,"3.3",0,0,"2005-2006","420-bam"
"101","7","Stafford R. ()",20,1,"09:50","2.4",0.3,0.6,"45.5%",0.3,1.5,"20.0%",0.6,2.1,"26.8%",1,1.3,"73.1%",1.1,0.2,1.2,0.4,0.4,0.6,0.1,1.1,"2.0",0,0,"2005-2006","420-bam"
"102","21","Simpkins L. ()",12,2,"08:48","2.1",0.8,1.1,"69.2%",0,0,"0.0%",0.8,1.1,"69.2%",0.6,2.2,"26.9%",1.6,0.4,2,0.5,0.2,1.2,0.3,1.6,"1.9",0,0,"2005-2006","420-bam"
"103","14","Schröder M. ()",1,0,"02:08","2.0",1,1,"100.0%",0,0,"0.0%",1,1,"100.0%",0,0,"0.0%",0,0,0,0,0,0,0,0,"2.0",0,0,"2005-2006","420-bam"
"104","17","Hauer S. ()",6,0,"03:57","1.0",0.3,0.5,"66.7%",0,0.2,"0.0%",0.3,0.7,"50.0%",0.3,0.7,"50.0%",0,0,0,0.5,0.2,1,0,1.2,"0.0",0,0,"2005-2006","420-bam"
