"","jersey_number","name","games","games_started","minutes","points","fgm_2","fga_2","p2_perc","fgm_3","fga_3","p3_perc","fgm","fga","fg_perc","ftm","fta","ft_perc","dr","or","tr","as","st","to","bs","pf","ef","plus_minus","dbl_dbl","season","team"
"22","7","Davis J. (PG)",46,36,"24:57","8.3",1.9,4.3,"44.2%",0.7,2.2,"31.1%",2.6,6.5,"39.7%",2.4,3.1,"76.4%",2,0.2,2.2,2.5,0.9,1.5,0,2.7,"7.7",0,0,"2007-2008","415-bon"
"23","6","Strasser J. (PG)",47,8,"18:04","6.4",1.1,2.6,"44.3%",1,2.3,"40.9%",2.1,4.9,"42.7%",1.2,1.5,"78.9%",1.2,0.5,1.7,1.6,0.4,1.3,0.1,2.6,"5.7",0,0,"2007-2008","415-bon"
"24","15","Kruel B. (C)",47,5,"14:46","5.5",2.1,3.4,"62.9%",0,0.1,"0.0%",2.1,3.5,"60.2%",1.2,1.7,"69.5%",1.6,0.7,2.4,0.8,0.3,1.2,0.1,2.9,"6.0",0,0,"2007-2008","415-bon"
"25","8","Diagne M. (PF)",47,13,"15:23","5.1",1.7,3,"58.6%",0.3,1.3,"26.7%",2.1,4.3,"49.0%",0.6,0.9,"66.7%",1.5,0.7,2.2,0.2,0.4,0.9,0.4,1.9,"4.9",0,0,"2007-2008","415-bon"
"26","11","Kolodziejski A. (SG)",46,0,"16:57","5.0",0.5,0.8,"67.6%",1.1,2.8,"39.2%",1.7,3.6,"45.5%",0.6,0.8,"73.7%",0.6,0.3,0.9,1.2,0.8,1.1,0,2.3,"4.7",0,0,"2007-2008","415-bon"
"27","13","Flomo P. (C)",34,2,"13:29","3.4",1.4,2.4,"58.8%",0,0,"0.0%",1.4,2.4,"58.8%",0.6,1.3,"47.7%",1.5,1.2,2.7,0.2,0.3,0.6,0.7,1.9,"5.2",0,0,"2007-2008","415-bon"
"28","16","Thülig F. (PF)",3,0,"01:39","0.7",0.3,0.3,"100.0%",0,0,"0.0%",0.3,0.3,"100.0%",0,0,"0.0%",0.3,0,0.3,0,0,0,0,0.3,"1.0",0,0,"2007-2008","415-bon"
"29","12","von Heydebrand M. (SG)",10,0,"02:20","0.6",0.1,0.6,"16.7%",0.1,0.3,"33.3%",0.2,0.9,"22.2%",0.1,0.2,"50.0%",0,0.4,0.4,0.2,0.1,0.4,0,0.2,"0.1",0,0,"2007-2008","415-bon"
"30","6","Allen J. (SF)",34,32,"31:13","13.2",3.5,7.4,"47.4%",1,3.5,"28.3%",4.5,10.9,"41.2%",3.1,4.2,"75.4%",3.1,1.1,4.2,3.7,1.4,3,0.1,3,"12.1",0,0,"2007-2008","422-bra"
"31","8","Drevo A. (C)",34,31,"29:39","12.4",2.7,5.4,"50.0%",1.8,4.4,"41.6%",4.5,9.7,"46.2%",1.6,1.9,"87.3%",4.8,1.8,6.6,1,1.3,1.1,0.4,3,"15.2",0,0.1,"2007-2008","422-bra"
"32","10","Jones D. (PG)",33,14,"26:43","11.6",3.4,5.8,"58.5%",0.9,2.6,"34.9%",4.3,8.5,"51.3%",2,2.9,"69.8%",1.4,0.8,2.2,2.2,1.1,1.9,0.2,2.5,"10.4",0,0,"2007-2008","422-bra"
"33","5","Levy J. (SG)",34,33,"33:18","10.4",3.3,6,"54.9%",0.9,3.6,"24.4%",4.2,9.6,"43.4%",1.2,2.4,"50.0%",2.6,1,3.6,1.6,1.2,1.8,0.7,2.1,"9.2",0,0,"2007-2008","422-bra"
"34","7","Visser K. (C)",32,28,"21:12","9.8",3.8,6.4,"58.3%",0,0.1,"0.0%",3.8,6.5,"57.7%",2.3,3.4,"67.6%",2.4,1.9,4.3,0.4,0.4,1.3,0.3,3.3,"10.0",0,0,"2007-2008","422-bra"
"35","4","Wright S. (PG)",34,22,"23:50","7.4",1.2,2.6,"44.9%",1.3,4,"32.6%",2.5,6.6,"37.5%",1.2,1.6,"75.5%",2.2,0.4,2.6,2.3,1.6,2.3,0.1,3,"7.1",0,0,"2007-2008","422-bra"
"36","11","Cain J. (PF)",31,8,"18:08","5.8",2.1,3.4,"62.3%",0,0.1,"25.0%",2.2,3.5,"60.9%",1.5,2.5,"58.4%",2.9,1.4,4.3,0.6,1.2,1.5,0.5,3.3,"8.5",0,0,"2007-2008","422-bra"
"37","15","Coleman A. (C)",30,1,"14:52","4.5",1.1,2.3,"47.1%",0.5,1.6,"32.7%",1.6,4,"41.2%",0.7,0.9,"74.1%",2,0.7,2.7,0.4,0.3,0.5,0.3,1.8,"5.1",0,0,"2007-2008","422-bra"
"38","13","Khartchenkov N. (SF)",23,1,"05:58","2.0",0.3,0.7,"43.8%",0.3,1,"36.4%",0.7,1.7,"39.5%",0.4,0.5,"75.0%",0.4,0.2,0.7,0.3,0.1,0.3,0,0.8,"1.7",0,0,"2007-2008","422-bra"
"39","12","Schmidt J. (SG)",11,0,"04:22","0.6",0,0,"0.0%",0.1,0.7,"12.5%",0.1,0.7,"12.5%",0.3,0.4,"75.0%",0.3,0.2,0.5,0.2,0,0.3,0,0.5,"0.2",0,0,"2007-2008","422-bra"
"40","16","Freese J. (C)",6,0,"02:54","0.5",0.2,0.5,"33.3%",0,0,"0.0%",0.2,0.5,"33.3%",0.2,0.3,"50.0%",0.5,0.2,0.7,0.2,0.2,0,0.2,0.2,"1.2",0,0,"2007-2008","422-bra"
"41","9","Stückemann F. (PG)",17,0,"03:42","0.5",0.1,0.4,"33.3%",0,0.4,"0.0%",0.1,0.8,"15.4%",0.2,0.2,"100.0%",0.4,0,0.4,0.4,0.4,0.5,0,0.5,"0.5",0,0,"2007-2008","422-bra"
"42","17","Granz T. (PF)",2,0,"02:11","0.0",0,0,"0.0%",0,0,"0.0%",0,0,"0.0%",0,0,"0.0%",0,0,0,0,0,0.5,0,1,"-0.5",0,0,"2007-2008","422-bra"
"43","15","Allen D. (PF)",43,43,"35:09","18.1",6.4,12.7,"50.4%",0.3,0.8,"36.1%",6.7,13.5,"49.5%",4.4,5.8,"75.6%",4.8,2.6,7.3,1.9,0.8,2.8,0.2,2.7,"17.3",0,0.2,"2007-2008","426-fra"
"44","32","Evtimov I. (PF)",44,32,"28:59","13.1",2.2,5.3,"41.4%",2.1,6.3,"33.9%",4.3,11.6,"37.3%",2.3,2.6,"86.2%",3.6,1.5,5.1,2.1,1.3,1.9,0.1,2.9,"12.1",0,0,"2007-2008","426-fra"
"45","11","Roller P. (PG)",40,38,"34:22","13.0",1.7,4,"42.8%",2.3,5.2,"43.5%",4,9.2,"43.2%",2.8,3.2,"87.5%",2.3,0.2,2.5,4,0.7,2.4,0,1.6,"12.2",0,0,"2007-2008","426-fra"
"46","20","McKinney J. (PG)",33,30,"28:48","9.0",1.7,2.9,"59.4%",1.6,4.6,"34.4%",3.3,7.5,"44.1%",0.8,1.3,"65.1%",3,0.4,3.4,2.2,1,1.6,0,2.4,"9.4",0,0,"2007-2008","426-fra"
"47","7","Archibong K. (SF)",41,34,"27:58","8.4",2.2,4.1,"52.4%",0.9,2,"43.4%",3,6.2,"49.4%",1.4,2.4,"57.0%",3.3,1.8,5.1,1.3,1,1.4,0.3,2.5,"10.5",0,0.1,"2007-2008","426-fra"
"48","42","Johnson K. (C)",29,5,"14:48","5.3",1.8,3.8,"46.8%",0.2,0.2,"83.3%",1.9,4,"48.7%",1.2,1.6,"76.6%",3.4,0.7,4.1,0.5,0.3,1.5,1.4,2,"7.7",0,0,"2007-2008","426-fra"
"49","5","Bahiense de Mello D. (PG)",44,6,"17:16","4.9",0.9,1.5,"61.2%",0.9,2.9,"29.5%",1.8,4.5,"40.3%",0.4,0.7,"61.3%",1.4,0.4,1.7,1,0.6,0.9,0.1,2.1,"4.5",0,0,"2007-2008","426-fra"
"50","21","Garris S. (SG)",17,3,"14:07","4.2",0.9,2,"44.1%",0.8,2.2,"34.2%",1.6,4.2,"38.9%",0.2,0.4,"50.0%",1.7,0.6,2.3,0.5,0.4,0.5,0.1,1.7,"4.2",0,0,"2007-2008","426-fra"
"51","9","Ubaka A. (PG)",6,1,"16:03","4.0",0.5,1.8,"27.3%",0.7,1.5,"44.4%",1.2,3.3,"35.0%",1,1.3,"75.0%",1.3,0,1.3,2.5,0.3,0.8,0,1,"4.8",0,0,"2007-2008","426-fra"
"52","35","Hunt J. (PG)",43,13,"13:06","2.8",0.3,0.8,"41.7%",0.5,1.7,"32.4%",0.9,2.5,"35.5%",0.5,0.7,"71.9%",0.8,0.3,1.1,1.1,0.4,0.7,0,1.1,"2.8",0,0,"2007-2008","426-fra"
"53","13","Shtein M. (C)",36,9,"06:34","2.4",0.9,1.4,"61.5%",0.1,0.2,"57.1%",1,1.6,"61.0%",0.3,1.1,"31.6%",0.9,0.6,1.6,0.2,0.2,0.6,0.1,0.8,"2.6",0,0,"2007-2008","426-fra"
"54","12","Zöllner K. (C)",9,3,"05:42","1.7",0.8,1.6,"50.0%",0,0,"0.0%",0.8,1.6,"50.0%",0.1,0.6,"20.0%",0.2,0.8,1,0,0.1,0.7,0.1,1,"1.0",0,0,"2007-2008","426-fra"
"55","8","King A. (SF)",35,3,"06:00","1.3",0.6,0.9,"62.5%",0,0.2,"0.0%",0.6,1.1,"50.0%",0.1,0.2,"57.1%",0.6,0.3,0.9,0.3,0.1,0.2,0,0.8,"1.7",0,0,"2007-2008","426-fra"
"56","25","Willemsen A. (SF)",2,0,"02:21","0.5",0,0,"0.0%",0,0,"0.0%",0,0,"0.0%",0.5,1,"50.0%",0,0,0,0,0,0.5,0,0.5,"-0.5",0,0,"2007-2008","426-fra"
"57","24","Weber M. (SF)",1,0,"01:00","0.0",0,0,"0.0%",0,0,"0.0%",0,0,"0.0%",0,0,"0.0%",0,0,0,0,0,0,0,1,"0.0",0,0,"2007-2008","426-fra"
"58","40","Woudstra B. (SG)",30,28,"33:14","15.2",2.6,4.7,"55.7%",1.5,3.9,"39.3%",4.1,8.6,"48.3%",5.4,5.9,"91.5%",3.5,0.9,4.4,3.8,1.2,2.4,0,3,"17.3",0,0,"2007-2008","433-lud"
"59","22","Ross R. (PG)",34,32,"28:27","14.4",4.9,9.4,"52.5%",0.7,2.5,"29.1%",5.6,11.9,"47.5%",2.4,3.1,"77.9%",2.7,1.6,4.2,2.3,1.7,2.6,0.1,2.6,"13.3",0,0,"2007-2008","433-lud"
"60","9","Collins C. (C)",33,16,"20:39","10.6",3.6,6.2,"58.3%",0.5,1.5,"31.3%",4.1,7.6,"53.2%",2.1,2.9,"70.1%",2.9,1.2,4.1,0.7,0.2,1.3,0.9,1.8,"10.7",0,0,"2007-2008","433-lud"
"61","7","Ferreira do Nascimento M. (C)",32,25,"24:45","10.4",3.8,7.5,"50.6%",0.2,0.5,"31.3%",4,8,"49.4%",2.3,3.7,"62.7%",2.3,1.7,4,0.8,0.6,2.1,0.5,3.2,"8.8",0,0,"2007-2008","433-lud"
"62","30","Schaffartzik H. (PG)",24,6,"22:58","10.1",1,2,"49.0%",2.2,5.8,"37.1%",3.2,7.9,"40.2%",1.6,2.4,"67.2%",1,0.5,1.5,1.6,0.9,1.4,0,2,"7.3",0,0,"2007-2008","433-lud"
"63",NA,"Prewitt C. (PF)",12,11,"21:25","8.2",0.9,1.8,"52.4%",1.5,4,"37.5%",2.4,5.8,"42.0%",1.8,2.3,"78.6%",2.9,0.9,3.8,0.6,0.3,1.1,0,2.8,"7.9",0,0,"2007-2008","433-lud"
"64","21","Young F. (SF)",10,2,"18:35","7.4",1.2,2.1,"57.1%",1.4,5,"28.0%",2.6,7.1,"36.6%",0.8,1.6,"50.0%",1,1.1,2.1,0.6,0.7,0.6,0.2,1.7,"5.1",0,0,"2007-2008","433-lud"
"65","4","Harris N. (PF)",21,12,"19:57","7.0",2.6,4.3,"61.1%",0.2,0.7,"26.7%",2.8,5,"56.2%",1.1,1.8,"64.9%",2.2,1.1,3.3,1.9,1.1,1.6,0.4,2.7,"9.2",0,0,"2007-2008","433-lud"
"66","5","Yarbrough V. (SF)",14,10,"26:44","6.9",1.1,3.1,"37.2%",1.3,4.2,"30.5%",2.4,7.3,"33.3%",0.8,1,"78.6%",3.3,1.2,4.5,1.6,1.7,1.1,0.6,3.6,"9.1",0,0,"2007-2008","433-lud"
"67","24","Dourisseau J. (SF)",28,17,"20:31","6.5",2.3,3.8,"61.3%",0.3,1.4,"23.1%",2.6,5.2,"51.0%",0.9,1.7,"50.0%",1.8,1.6,3.4,0.8,0.9,1.2,0.1,2.6,"7.1",0,0,"2007-2008","433-lud"
"68","6","Norvell E. (PG)",6,0,"22:24","5.3",1,2,"50.0%",0.7,1.8,"36.4%",1.7,3.8,"43.5%",1.3,2,"66.7%",1.8,0.5,2.3,1.3,1,2.2,0,2.5,"5.0",0,0,"2007-2008","433-lud"
"69","8","McCray D. (PG)",11,0,"13:14","5.2",1,1.9,"52.4%",0.6,1.8,"35.0%",1.6,3.7,"43.9%",1.3,1.8,"70.0%",0.3,0.8,1.1,0.6,0.6,1.6,0,2.1,"3.2",0,0,"2007-2008","433-lud"
"70","12","Mittmann N. (PF)",34,2,"17:06","4.9",0.6,1.5,"40.4%",1,3,"32.0%",1.6,4.6,"34.8%",0.7,0.8,"85.7%",1.8,0.7,2.6,0.4,0.5,0.4,0.2,1.9,"5.1",0,0,"2007-2008","433-lud"
"71","13","Kesselring S. (C)",4,0,"13:44","4.0",1.5,1.8,"85.7%",0,0,"0.0%",1.5,1.8,"85.7%",1,2,"50.0%",1.5,1.8,3.3,0.8,0,1.5,0,2.5,"5.3",0,0,"2007-2008","433-lud"
"72","54","Richardson A. (SF)",3,3,"19:11","4.0",1,4,"25.0%",0.7,2.3,"28.6%",1.7,6.3,"26.3%",0,0,"0.0%",1,0.7,1.7,1,1.7,1.3,0.7,1,"3.0",0,0,"2007-2008","433-lud"
"73","20","Fahrad S. (SF)",12,1,"09:44","2.7",0.2,0.6,"28.6%",0.5,1.3,"37.5%",0.7,1.9,"34.8%",0.8,1,"83.3%",0.9,0.7,1.6,0.2,0.4,0.7,0.1,2,"2.8",0,0,"2007-2008","433-lud"
"74","23","Koch T. (SF)",2,0,"01:57","1.5",0,0,"0.0%",0,0,"0.0%",0,0,"0.0%",1.5,2,"75.0%",0,0,0,0.5,0,0,0,0.5,"1.5",0,0,"2007-2008","433-lud"
"75","11","Zdravkovic R. (PG)",1,0,"06:14","0.0",0,0,"0.0%",0,0,"0.0%",0,0,"0.0%",0,0,"0.0%",0,0,0,1,0,0,0,0,"1.0",0,0,"2007-2008","433-lud"
"76","22","Gardner J. (PG)",42,39,"34:31","13.0",1.9,4.5,"40.8%",1.6,5.2,"30.9%",3.5,9.8,"35.5%",4.4,5.6,"78.1%",2.2,0.6,2.8,4.3,1,2.4,0.1,2.4,"11.2",0,0,"2007-2008","430-old"
"77","23","Paulding R. (SG)",42,39,"33:34","12.7",3.2,5.6,"56.8%",1.5,3.8,"38.1%",4.6,9.4,"49.2%",2,3,"67.7%",2.6,1.1,3.7,1.5,1.1,1.8,0.3,2.5,"11.7",0,0,"2007-2008","430-old"
"78","12","Perkovic J. (SF)",40,30,"27:24","11.9",3.5,7,"50.7%",0.8,2.6,"31.4%",4.3,9.5,"45.5%",2.4,3.1,"78.2%",4.4,1.3,5.7,2.1,1.4,2.4,0.4,3.5,"13.2",0,0.2,"2007-2008","430-old"
"79","5","Longin B. (SF)",42,38,"25:41","11.3",2.5,4.5,"54.2%",1.5,4.2,"37.1%",4,8.7,"46.0%",1.7,2.4,"73.0%",2.6,0.5,3.1,1.3,0.7,1.5,0.1,1.9,"9.6",0,0,"2007-2008","430-old"
"80","33","Pekovic M. (SG)",42,1,"18:21","7.2",0.8,1.6,"50.7%",1.5,4,"36.9%",2.3,5.6,"40.9%",1.1,1.6,"67.7%",1.4,0.5,2,1,0.7,1,0,1.2,"6.0",0,0,"2007-2008","430-old"
"81","10","Majstorovic M. (PF)",42,16,"20:14","6.0",1.8,3.3,"54.3%",0.3,1.2,"28.0%",2.1,4.5,"47.4%",1.3,2.3,"59.0%",3.2,1.7,4.9,0.3,0.7,1.5,0.8,3.1,"7.9",0,0,"2007-2008","430-old"
"82","44","Boumtje Boumtje R. (C)",34,30,"20:18","5.7",2.1,3.6,"58.7%",0,0,"0.0%",2.1,3.6,"58.7%",1.5,2.3,"64.1%",3.4,2.3,5.7,1,0.5,1.6,1.1,3,"10.1",0,0.1,"2007-2008","430-old"
"83","7","McClintock D. (C)",28,2,"10:38","4.9",1.8,3.1,"55.7%",0,0.1,"25.0%",1.8,3.3,"54.4%",1.3,1.5,"83.3%",1.5,0.7,2.2,0.1,0.1,0.7,0.4,2.1,"5.3",0,0,"2007-2008","430-old"
"84","6","Strauch D. (PF)",38,0,"10:09","4.0",0.5,0.9,"55.6%",0.8,2.4,"33.7%",1.3,3.4,"39.8%",0.5,0.8,"62.1%",1.3,0.5,1.7,0.2,0.2,0.5,0.1,1.7,"3.5",0,0,"2007-2008","430-old"
"85","15","Ratkovica B. (PG)",35,0,"10:22","2.3",0.7,1,"66.7%",0.1,0.8,"14.3%",0.8,1.8,"43.8%",0.6,1.5,"38.9%",0.6,0.1,0.7,1,0.5,1.5,0,1.8,"1.1",0,0,"2007-2008","430-old"
"86","21","Anastasov M. (PF)",11,0,"01:46","0.4",0.1,0.5,"20.0%",0,0,"0.0%",0.1,0.5,"20.0%",0.2,0.5,"40.0%",0.2,0.4,0.6,0.1,0.1,0.6,0.1,0.5,"0.0",0,0,"2007-2008","430-old"
"87","19","Hain D. (SG)",12,0,"03:21","0.2",0,0.1,"0.0%",0,0.1,"0.0%",0,0.2,"0.0%",0.2,0.3,"50.0%",0,0,0,0.2,0.2,0.4,0,0.8,"-0.3",0,0,"2007-2008","430-old"
"88","10","Fenn D. (C)",38,31,"24:44","11.3",2.4,4.5,"54.7%",1.6,3.8,"40.7%",4,8.3,"48.3%",1.7,2.5,"68.4%",4.4,1.4,5.8,0.7,0.4,1.2,0.3,2.3,"12.2",0,0.1,"2007-2008","420-bam"
"89","23","Mitchell D. (SG)",20,14,"27:37","10.7",3.1,6.1,"50.4%",0.6,1.8,"33.3%",3.7,7.9,"46.5%",2.8,4.6,"60.9%",3,0.6,3.6,2.3,0.8,2.7,0.3,2.8,"9.0",0,0,"2007-2008","420-bam"
"90","7","Greene D. (SG)",24,18,"26:45","10.4",1.1,2.1,"54.0%",2.2,5.1,"42.3%",3.3,7.2,"45.7%",1.7,2,"83.3%",1.5,0,1.6,1,0.5,1.3,0.2,2.4,"8.0",0,0,"2007-2008","420-bam"
"91","13","Okulaja A. (PF)",33,20,"23:24","9.9",2.9,5.1,"57.1%",0.8,2.8,"26.6%",3.7,7.9,"46.2%",1.8,3.1,"56.3%",3.6,1.9,5.4,1.5,1,1.4,0.3,1.5,"11.1",0,0,"2007-2008","420-bam"
"92","6","Hamann S. (PG)",38,36,"28:06","9.8",2.3,4,"57.2%",0.8,2.6,"31.3%",3.1,6.6,"47.0%",2.8,3.8,"74.8%",1.9,0.4,2.3,3.4,1.1,2.4,0.1,2.5,"9.9",0,0,"2007-2008","420-bam"
"93","25","Reiner J. (C)",20,17,"21:08","9.4",3.8,7.3,"52.1%",0,0.1,"0.0%",3.8,7.4,"51.4%",1.8,3.3,"53.9%",4.4,2.5,6.8,0.9,0.5,1.2,0.6,3.4,"11.8",0,0.2,"2007-2008","420-bam"
"94","8","Suput P. (SF)",35,30,"25:24","9.2",2.2,4.1,"53.5%",1.2,2.7,"42.7%",3.3,6.8,"49.2%",1.3,1.7,"81.0%",2.5,1.6,4,2.1,0.6,2.1,0.1,2,"10.2",0,0,"2007-2008","420-bam"
"95","12","Garrett R. (SG)",37,10,"24:32","8.0",1.3,2.6,"50.5%",1.3,3.7,"35.0%",2.6,6.3,"41.4%",1.5,2.1,"72.2%",2.6,0.3,2.9,2,0.8,1,0,1.5,"8.4",0,0,"2007-2008","420-bam"
"96","31","Ffriend K. (C)",1,1,"30:10","8.0",3,7,"42.9%",0,0,"0.0%",3,7,"42.9%",2,7,"28.6%",1,2,3,2,0,3,0,1,"1.0",0,0,"2007-2008","420-bam"
"97","5","Hauer S. (PG)",2,0,"07:33","5.5",2,2.5,"80.0%",0.5,1,"50.0%",2.5,3.5,"71.4%",0,0,"0.0%",0.5,0.5,1,0.5,1,0.5,0,0,"6.5",0,0,"2007-2008","420-bam"
"98","4","Ensminger C. (C)",30,5,"13:22","4.9",1.9,3.6,"52.3%",0,0,"0.0%",1.9,3.6,"52.3%",1.1,2,"57.6%",2.5,1,3.5,0.3,0.3,1,0.1,2.4,"5.7",0,0,"2007-2008","420-bam"
"99","20","Demirel M. (PG)",20,1,"16:57","4.2",0.4,1.1,"33.3%",0.7,2.2,"29.5%",1,3.3,"30.8%",1.5,1.9,"79.0%",1,0.2,1.2,1.9,0.6,1.3,0,2.3,"3.9",0,0,"2007-2008","420-bam"
"100","14","Ohlbrecht T. (C)",27,1,"12:04","3.4",1.1,1.6,"67.4%",0.1,0.4,"25.0%",1.2,2,"58.2%",0.9,1.4,"63.2%",2,0.6,2.6,0.2,0.2,0.7,0.6,2.4,"4.9",0,0,"2007-2008","420-bam"
"101","24","Dickel M. (PG)",14,1,"17:17","3.4",0.3,0.6,"44.4%",0.6,1.6,"36.4%",0.9,2.2,"38.7%",1.1,1.4,"75.0%",1.4,0.4,1.7,2.4,0.7,1.3,0,2.8,"5.1",0,0,"2007-2008","420-bam"
"102","22","Schenscher L. (C)",1,0,"13:20","2.0",1,4,"25.0%",0,0,"0.0%",1,4,"25.0%",0,0,"0.0%",2,0,2,1,0,1,2,2,"3.0",0,0,"2007-2008","420-bam"
"103","11","Pavic I. (PF)",19,0,"03:23","1.0",0.3,0.5,"60.0%",0.1,0.1,"50.0%",0.4,0.6,"58.3%",0.2,0.3,"66.7%",0.5,0.2,0.6,0.1,0,0.4,0.1,0.7,"1.0",0,0,"2007-2008","420-bam"
