"","jersey_number","name","games","games_started","minutes","points","fgm_2","fga_2","p2_perc","fgm_3","fga_3","p3_perc","fgm","fga","fg_perc","ftm","fta","ft_perc","dr","or","tr","as","st","to","bs","pf","ef","plus_minus","dbl_dbl","season","team"
"23","7","Buljan Z. (PF)",28,1,"17:32","6.8",1.9,4.5,"42.5%",0.5,2.1,"21.7%",2.4,6.7,"35.8%",1.6,2.1,"74.6%",2.5,1.2,3.6,0.8,0.4,2.1,0.1,2.8,"4.8",-4.1,0,"2011-2012","415-bon"
"24","8","Mangold A. (PG)",38,0,"14:06","3.1",0.3,1,"33.3%",0.5,1.4,"35.2%",0.8,2.4,"34.4%",0.9,1.1,"76.7%",1,0.3,1.3,0.8,0.5,0.8,0,2.5,"3.1",0.1,0,"2011-2012","415-bon"
"25","12","Koch F. (SF)",4,0,"02:50","2.5",0.3,0.8,"33.3%",0.3,0.5,"50.0%",0.5,1.3,"40.0%",1.3,1.5,"83.3%",0,0.3,0.3,0,0,0,0,1.3,"1.8",-0.8,0,"2011-2012","415-bon"
"26","15","Wohlfarth-Bottermann J. (C)",23,0,"05:44","2.0",0.7,1.7,"43.6%",0,0,"0.0%",0.7,1.7,"43.6%",0.6,0.9,"61.9%",0.7,0.6,1.4,0.1,0,0.4,0.5,1,"2.4",-1.5,0,"2011-2012","415-bon"
"27","9","Thülig F. (SF)",32,4,"08:07","1.2",0.2,0.4,"35.7%",0.3,0.8,"33.3%",0.4,1.2,"34.2%",0.1,0.2,"60.0%",0.3,0.2,0.6,0.3,0.1,0.1,0,1.3,"1.3",-1.4,0,"2011-2012","415-bon"
"28","11","Hain D. (PG)",17,1,"04:39","0.5",0.1,0.1,"100.0%",0.1,0.3,"20.0%",0.1,0.4,"33.3%",0.2,0.3,"60.0%",0.2,0.1,0.3,0.2,0,0.1,0,0.5,"0.5",-3.2,0,"2011-2012","415-bon"
"29","4","Umeh M. (PG)",25,24,"27:36","12.0",2.5,4.9,"50.8%",1.7,4.6,"36.8%",4.2,9.4,"44.1%",2,2.3,"87.7%",2.9,0.4,3.3,1.8,0.7,2,0.2,2,"10.4",0.2,0,"2011-2012","422-bra"
"30","34","Melzer R. (PF)",32,19,"22:50","11.6",3.8,7.9,"48.0%",0.6,2.3,"27.0%",4.4,10.2,"43.3%",2.1,2.8,"76.4%",2.7,1.4,4.2,1,0.3,1.8,0.3,2.8,"9.1",-3.9,0,"2011-2012","422-bra"
"31","7","Visser K. (C)",37,33,"22:44","11.0",4.7,7.6,"61.3%",0,0,"0.0%",4.7,7.6,"61.4%",1.6,2.8,"56.2%",3.3,1.9,5.2,1.1,0.5,1.5,0.7,3.3,"12.8",1.4,0,"2011-2012","422-bra"
"32","4","Williams N. (SG)",5,0,"18:30","10.6",1.8,3.8,"47.4%",1.4,3.2,"43.8%",3.2,7,"45.7%",2.8,3.2,"87.5%",0.2,0,0.2,0.8,0.4,1.6,0.2,2.4,"6.4",-2.8,0,"2011-2012","422-bra"
"33","8","Jorovic B. (PF)",34,16,"20:58","10.2",2,3.5,"55.8%",1.5,4.6,"32.1%",3.4,8.1,"42.4%",1.8,2.3,"78.2%",3,0.7,3.7,2.3,0.9,1.4,0.2,3,"10.7",0.5,0,"2011-2012","422-bra"
"34","12","Greer L. (SG)",34,8,"26:08","9.1",1.9,3.9,"48.9%",1.4,4.2,"32.2%",3.3,8.1,"40.2%",1.2,1.6,"74.6%",1.5,0.2,1.7,2.3,0.6,1,0,1.5,"7.4",-1.6,0,"2011-2012","422-bra"
"35","14","Dennis S. (PG)",18,13,"22:06","8.4",2.6,5.7,"45.1%",0.4,1.3,"30.4%",2.9,6.9,"42.4%",2.1,2.9,"73.1%",2.2,0.5,2.7,2.5,0.8,1.8,0.2,2.4,"8.1",-1.3,0,"2011-2012","422-bra"
"36","23","McElroy I. (SF)",35,35,"29:49","8.3",2.2,3.9,"55.8%",0.6,1.7,"36.1%",2.8,5.7,"49.8%",2,2.7,"75.3%",3.2,1.2,4.4,3.4,1,1.6,0.1,2.2,"12.0",1.3,0,"2011-2012","422-bra"
"37","10","Milosevic I. (PG)",16,11,"18:16","7.6",2.3,3.8,"60.0%",0.4,1,"43.8%",2.7,4.8,"56.6%",1.8,2.9,"61.7%",1.5,0.3,1.8,2.6,0.9,1.5,0.1,2.8,"8.3",0.9,0,"2011-2012","422-bra"
"38","6","Mittmann N. (SF)",35,12,"16:58","4.7",0.7,1.3,"52.3%",0.9,2.1,"43.1%",1.5,3.3,"46.6%",0.7,1.1,"63.2%",2.3,0.5,2.8,0.6,0.5,0.3,0.1,1.6,"6.1",-1.3,0,"2011-2012","422-bra"
"39","5","Kulawick R. (SG)",30,10,"14:46","4.1",0.3,0.6,"44.4%",1.1,2.7,"40.7%",1.4,3.3,"41.4%",0.3,0.3,"90.0%",1.5,0.4,1.8,0.6,0.4,0.3,0,1.9,"4.7",1.6,0,"2011-2012","422-bra"
"40","9","Schneiders N. (C)",34,4,"08:55","3.5",1.4,2.2,"64.0%",0,0,"0.0%",1.4,2.2,"64.0%",0.6,1.3,"48.9%",1.6,1.4,3,0.2,0.3,0.6,0.2,2.2,"5.1",-1,0,"2011-2012","422-bra"
"41","21","Theis D. (C)",22,0,"07:60","3.2",1,1.8,"56.4%",0,0.3,"14.3%",1,2.1,"50.0%",1.1,1.6,"66.7%",1.1,0.7,1.8,0.5,0.1,0.5,0.8,1.5,"4.3",1.1,0,"2011-2012","422-bra"
"42","17","Schröder D. (PG)",30,0,"07:58","2.3",0.7,1.6,"46.8%",0.1,0.6,"11.8%",0.8,2.1,"37.5%",0.7,1,"64.5%",0.6,0,0.6,0.7,0.3,0.9,0.1,1,"1.4",-2.6,0,"2011-2012","422-bra"
"43","19","Gertz L. (SG)",3,0,"01:59","1.0",0.3,0.7,"50.0%",0,0,"0.0%",0.3,0.7,"50.0%",0.3,0.7,"50.0%",0,0.3,0.3,0,0,0,0,0,"0.7",-2,0,"2011-2012","422-bra"
"44","12","Gibson D. (PG)",30,30,"29:06","12.6",1.7,4.1,"41.5%",2.2,5.4,"41.6%",3.9,9.5,"41.6%",2.5,3.1,"81.5%",1.7,0.6,2.2,3.2,0.6,2.2,0,2.1,"10.3",-4.2,0,"2011-2012","425-bay"
"45","25","Ibekwe E. (PF)",34,29,"23:43","11.7",3.9,6.7,"58.6%",0.5,1.5,"33.3%",4.4,8.2,"54.0%",2.3,3.5,"66.4%",4.2,1.4,5.6,0.8,0.8,2.6,1.6,4.2,"12.9",-4.9,0.1,"2011-2012","425-bay"
"46","43","Jeanty O. (SG)",31,27,"27:39","11.3",1,2.3,"45.7%",2.3,5.7,"39.5%",3.3,8,"41.3%",2.5,3,"81.7%",1.8,0.6,2.4,1.2,0.4,1.5,0,2.1,"8.5",-5.6,0,"2011-2012","425-bay"
"47","22","Hunter B. (C)",28,23,"26:41","9.6",3.2,7.4,"43.2%",0.3,1,"33.3%",3.5,8.3,"42.1%",2.3,3.6,"62.4%",4.1,1.8,5.9,1.1,0.4,2.4,0.4,3.1,"8.9",-3.9,0,"2011-2012","425-bay"
"48","14","Hamilton K. (PG)",4,3,"28:50","8.8",2.8,5.3,"52.4%",1,2.5,"40.0%",3.8,7.8,"48.4%",0.3,0.3,"100.0%",2.8,0.5,3.3,4,1.3,2.3,0,3.3,"11.0",-9.5,0,"2011-2012","425-bay"
"49","35","Veideman R. (SG)",14,6,"24:21","7.5",1.4,3.1,"46.5%",1,2.8,"35.9%",2.4,5.9,"41.5%",1.6,2.5,"65.7%",1.7,0.6,2.4,1.9,0.9,2.1,0.2,2.1,"6.4",-3.9,0,"2011-2012","425-bay"
"50","10","Smith T. (SF)",32,18,"27:05","6.3",2.2,4.3,"49.6%",0.3,0.8,"33.3%",2.4,5.1,"47.2%",1.3,1.8,"69.5%",4,2.2,6.1,2.9,0.6,2.1,0.2,1.6,"10.8",-4.8,0.1,"2011-2012","425-bay"
"51","6","Wyrick B. (SF)",31,23,"21:49","6.3",1.2,3.2,"38.4%",1,3.2,"32.3%",2.3,6.4,"35.4%",0.7,1.2,"62.2%",2.5,1.3,3.8,0.7,0.1,1.2,0,2.7,"5.1",-5.6,0,"2011-2012","425-bay"
"52","24","Stokes C. (SG)",18,0,"16:41","6.1",0.8,1.8,"42.4%",1.3,4.4,"30.0%",2.1,6.3,"33.6%",0.6,0.7,"83.3%",1.7,0.2,1.9,0.9,0.2,1.3,0.2,2,"3.7",-3.9,0,"2011-2012","425-bay"
"53","15","Shtein M. (C)",31,5,"14:40","3.7",1.2,2.7,"42.9%",0,0.3,"11.1%",1.2,3,"39.8%",1.3,2.2,"58.0%",1.8,0.8,2.6,0.3,0.1,0.9,0.2,1.8,"3.2",-6,0,"2011-2012","425-bay"
"54","8","Schmidt S. (C)",17,2,"13:08","3.6",1.5,3.8,"40.6%",0,0,"0.0%",1.5,3.8,"40.6%",0.5,0.8,"64.3%",1.4,0.4,1.8,0.3,0.3,0.8,0.1,2,"2.7",-1.7,0,"2011-2012","425-bay"
"55","21","Schmitz S. (PG)",29,2,"12:42","3.3",0.4,1,"41.4%",0.6,2,"31.6%",1,3,"34.9%",0.6,0.7,"90.0%",1.2,0.1,1.3,1.1,0.1,1,0,1.5,"2.9",-3.5,0,"2011-2012","425-bay"
"56","7","Spöler T. (SF)",17,2,"10:29","2.6",0.4,0.9,"46.7%",0.3,1.6,"18.5%",0.7,2.5,"28.6%",0.9,1.2,"75.0%",1.4,0.6,2,0.7,0.1,0.9,0.1,2.2,"2.5",-4.4,0,"2011-2012","425-bay"
"57","17","Zeis P. (PF)",4,0,"03:42","0.3",0,0,"0.0%",0,0.5,"0.0%",0,0.5,"0.0%",0.3,0.5,"50.0%",0.8,0,0.8,0.3,0,0,0.3,0.5,"0.8",-3.8,0,"2011-2012","425-bay"
"58","16","Durant S. (SG)",2,0,"01:21","0.0",0,0,"0.0%",0,0.5,"0.0%",0,0.5,"0.0%",0,0,"0.0%",0.5,0,0.5,0,0,0,0,0,"0.0",0,0,"2011-2012","425-bay"
"59","7","Gray J. (PG)",8,8,"31:45","16.0",2.9,6.9,"41.8%",2.1,7.3,"29.3%",5,14.1,"35.4%",3.9,4.1,"93.9%",2.5,0.3,2.8,3.5,0.1,2.8,0.1,3.3,"10.4",-5.3,0,"2011-2012","426-fra"
"60","30","Leuer J. (PF)",10,7,"32:12","14.8",5.3,10.7,"49.5%",0.6,2.1,"28.6%",5.9,12.8,"46.1%",2.4,3.7,"64.9%",6.2,1.6,7.8,1.1,0.8,3.1,0.7,2.1,"13.9",-3.5,0.2,"2011-2012","426-fra"
"61","20","McKinney J. (SG)",34,27,"29:08","13.2",3,5.9,"50.0%",2,5.1,"39.3%",5,11,"45.1%",1.2,1.5,"84.0%",2.4,0.1,2.5,1.7,0.3,1.6,0,2.6,"9.8",-0.3,0,"2011-2012","426-fra"
"62","10","Davidson J. (C)",26,13,"27:09","12.8",5.2,11,"47.7%",0,0.2,"16.7%",5.3,11.2,"47.1%",2.2,2.9,"77.3%",5.3,1.1,6.4,1.3,0.6,2.4,1.7,2.3,"13.7",1,0.1,"2011-2012","426-fra"
"63","4","Thompson M. (PG)",27,22,"24:49","8.5",1.4,2.9,"47.4%",1.5,3.3,"44.4%",2.9,6.2,"45.8%",1.3,1.7,"76.1%",1.4,0.2,1.7,1.7,0.5,1.2,0,2.6,"7.3",-1,0,"2011-2012","426-fra"
"64","31","Gibson D. (PG)",18,3,"22:34","8.4",2.2,5.1,"42.4%",0.3,1.1,"25.0%",2.4,6.2,"39.3%",3.3,4.5,"72.8%",1.9,0.8,2.7,2.7,1.4,1.7,0.2,2.7,"8.8",1.7,0,"2011-2012","426-fra"
"65","25","Burtschi J. (SF)",22,22,"30:27","8.2",1.3,2.6,"50.0%",1.3,3.6,"36.3%",2.6,6.3,"42.0%",1.6,1.8,"87.5%",3.4,1.1,4.5,1.4,1.1,1.2,0.1,2.3,"10.1",2.7,0,"2011-2012","426-fra"
"66","23","Robertson Q. (SG)",34,33,"34:03","7.5",2.4,4.8,"50.0%",0.3,1.8,"17.7%",2.7,6.6,"41.2%",1.7,2.3,"75.3%",3.2,1.2,4.4,2.3,1.2,1.4,0.2,3.1,"9.8",1.5,0,"2011-2012","426-fra"
"67","24","Ohlbrecht T. (C)",29,19,"16:15","6.0",2.1,4,"52.1%",0,0.1,"0.0%",2.1,4.1,"51.3%",1.8,2.4,"74.3%",2.5,1.5,4,0.3,0.2,1.3,0.5,2.6,"7.0",0.7,0.1,"2011-2012","426-fra"
"68","5","Herber J. (SG)",33,8,"20:27","4.9",0.6,1.8,"31.7%",1,2.6,"37.9%",1.6,4.5,"35.4%",0.7,1.2,"57.5%",1.6,0.5,2.1,1.3,0.3,1.2,0,2.3,"4.0",0.4,0,"2011-2012","426-fra"
"69","14","Nolte M. (C)",32,4,"12:29","3.3",0.9,1.8,"50.8%",0,0,"0.0%",0.9,1.8,"50.9%",1.4,1.9,"71.0%",1,1,2,0.2,0.2,0.7,0.2,1.7,"3.7",-2,0,"2011-2012","426-fra"
"70","21","Barthel D. (PF)",15,3,"08:33","2.4",0.9,1.5,"56.5%",0.1,0.2,"33.3%",0.9,1.7,"53.9%",0.5,0.9,"53.9%",0.6,0.3,0.9,0.2,0.1,0.5,0.1,1.4,"2.1",-1.3,0,"2011-2012","426-fra"
"71","12","Theilig F. (PG)",3,0,"03:18","0.0",0,0.3,"0.0%",0,0,"0.0%",0,0.3,"0.0%",0,0,"0.0%",0.3,0,0.3,0,0,0.3,0.3,0.3,"0.0",0,0,"2011-2012","426-fra"
"72","13","Franke F. (SF)",8,0,"01:51","0.0",0,0,"0.0%",0,0.3,"0.0%",0,0.3,"0.0%",0,0,"0.0%",0.3,0.1,0.4,0.1,0,0.1,0,0,"0.1",-1.1,0,"2011-2012","426-fra"
"73","51","Homan J. (C)",30,28,"29:05","14.5",5.8,12.5,"46.3%",0,0.1,"0.0%",5.8,12.5,"46.0%",3,6,"49.7%",5.6,2.2,7.8,1.9,0.8,2.5,1.5,2.8,"14.3",3.9,0.3,"2011-2012","486-fcb"
"74","13","Foster J. (SG)",32,31,"30:03","13.9",2.9,5.8,"49.2%",2.1,5,"41.9%",5,10.8,"45.8%",1.9,2.6,"71.4%",3.2,0.7,3.9,2.3,1.2,1,0.1,2.2,"13.7",3.4,0,"2011-2012","486-fcb"
"75","5","Troutman C. (PF)",35,34,"25:21","13.5",4.6,7.1,"64.0%",0.5,1.3,"40.0%",5.1,8.4,"60.3%",2.8,3.8,"73.1%",4.5,2.5,7,1.1,0.8,1.7,0.3,3.2,"16.7",4.5,0.2,"2011-2012","486-fcb"
"76","4","Wallace J. (PG)",38,1,"18:31","8.9",1.3,3.1,"42.7%",1.4,3.1,"44.4%",2.7,6.2,"43.6%",2.2,2.3,"93.3%",0.9,0.3,1.2,2,0.6,1,0,2.4,"8.0",3.7,0,"2011-2012","486-fcb"
"77","12","Benzing R. (SF)",35,18,"23:04","8.0",1.8,3.9,"47.4%",0.9,2.6,"35.2%",2.7,6.5,"42.5%",1.6,2.2,"71.4%",2.5,0.8,3.3,0.6,0.5,1,0.2,2.5,"7.3",4.1,0,"2011-2012","486-fcb"
"78","6","Hamann S. (PG)",39,39,"26:09","7.4",1.9,3.2,"57.9%",0.5,1.6,"28.6%",2.3,4.8,"48.2%",2.3,3.3,"69.0%",1.7,0.2,1.9,4.5,0.8,2,0,2.7,"9.1",2.8,0,"2011-2012","486-fcb"
"79","8","Nadjfeji A. (PF)",35,9,"15:13","5.7",2.2,4,"54.6%",0,0.2,"0.0%",2.2,4.2,"52.4%",1.3,2.2,"59.0%",2.1,0.7,2.8,1.1,0.3,1.1,0.1,2.2,"6.1",0.9,0,"2011-2012","486-fcb"
"80","23","Hansbrough B. (PG)",10,0,"13:43","5.5",0.8,2.6,"30.8%",0.5,1.5,"33.3%",1.3,4.1,"31.7%",2.4,3.2,"75.0%",1.3,0.3,1.6,2.7,0.6,1.3,0,1.7,"5.5",0.7,0,"2011-2012","486-fcb"
"81","24","Greene D. (SG)",39,24,"21:48","4.9",0.7,1.4,"50.0%",0.9,2,"44.3%",1.6,3.5,"46.7%",0.8,0.9,"85.7%",1.5,0.1,1.6,1,0.4,0.6,0,2.3,"5.4",2.3,0,"2011-2012","486-fcb"
"82","45","Jagla J. (PF)",37,4,"11:13","4.9",1.3,2.5,"51.1%",0.6,2.1,"26.9%",1.8,4.6,"40.0%",0.6,0.9,"67.7%",1.6,1.1,2.7,0.5,0.1,0.4,0.3,1.6,"5.1",-1.2,0,"2011-2012","486-fcb"
"83","44","Boumtje Boumtje R. (C)",4,1,"11:15","3.8",1.3,2.3,"55.6%",0,0,"0.0%",1.3,2.3,"55.6%",1.3,1.8,"71.4%",2,1,3,1,0,0.5,0,1.8,"5.8",7.8,0,"2011-2012","486-fcb"
"84","7","Schwethelm P. (SF)",32,5,"12:53","3.0",0.4,0.8,"52.0%",0.6,2.1,"28.4%",1,2.9,"34.8%",0.4,0.4,"92.3%",1.6,0.5,2.1,0.3,0.3,0.6,0,1.3,"3.2",0.5,0,"2011-2012","486-fcb"
"85","11","Hall D. (C)",11,1,"07:31","2.2",0.9,1.7,"52.6%",0,0,"0.0%",0.9,1.7,"52.6%",0.4,0.5,"66.7%",0.4,0.8,1.2,0.4,0.3,0.4,0,2.1,"2.6",0,0,"2011-2012","486-fcb"
"86","10","Doreth B. (SG)",20,0,"07:07","1.9",0.4,0.6,"63.6%",0.3,0.8,"40.0%",0.7,1.3,"50.0%",0.3,0.3,"83.3%",0.6,0.1,0.7,0.5,0.1,0.2,0,1.2,"2.3",-1.2,0,"2011-2012","486-fcb"
"87","15","Radosavljevic B. (C)",8,0,"03:52","0.5",0.3,0.9,"28.6%",0,0,"0.0%",0.3,0.9,"28.6%",0,0.1,"0.0%",0.9,0.4,1.3,0,0.1,0.5,0,1.3,"0.6",-3.8,0,"2011-2012","486-fcb"
"88","20","Harris A. (SG)",32,28,"26:57","12.4",2.5,5.7,"43.2%",1.6,3.9,"40.0%",4,9.6,"41.9%",2.8,3.7,"76.9%",2,0.6,2.7,1.4,0.6,1.8,0,2.8,"8.9",-1.5,0,"2011-2012","433-lud"
"89","54","Howard M. (PF)",13,8,"25:54","12.1",3.4,5.6,"60.3%",0.6,1.7,"36.4%",4,7.3,"54.7%",3.5,4.2,"83.3%",4.2,1.6,5.8,2.2,0.6,1.5,0.2,2.7,"15.4",3.9,0.1,"2011-2012","433-lud"
"90","14","Zavackas D. (PF)",19,19,"27:17","11.6",1.7,3.2,"52.5%",1.8,3.9,"45.9%",3.5,7.1,"48.9%",2.8,3.4,"83.1%",3.9,1.5,5.4,1,0.4,1.6,0.4,2.6,"13.0",-1.2,0,"2011-2012","433-lud"
"91","42","Bowler J. (C)",18,17,"22:22","11.1",3.8,7.4,"51.1%",0.1,0.2,"50.0%",3.9,7.6,"51.1%",3.2,4,"79.2%",3.2,1.4,4.7,1.2,0.6,1.7,0.2,3.1,"11.4",-1.2,0.1,"2011-2012","433-lud"
"92","34","Dorris M. (PG)",33,26,"23:56","9.9",3.1,6.9,"45.2%",0.5,1.9,"25.0%",3.6,8.8,"40.8%",2.2,2.5,"84.5%",2,0.8,2.8,2.9,1.4,2,0.2,2.6,"9.6",-0.9,0,"2011-2012","433-lud"
"93","22","Fisher A. (PG)",15,0,"20:30","9.8",1.9,4,"46.7%",1.5,3.5,"41.5%",3.3,7.5,"44.3%",1.7,2.7,"61.0%",1.7,0.2,1.9,1.5,0.5,1.4,0.1,2.4,"7.1",-2.7,0,"2011-2012","433-lud"
"94","5","Green J. (PG)",17,14,"25:41","9.6",3.2,6.6,"49.1%",0.2,1.3,"13.6%",3.4,7.9,"43.3%",2.6,3,"86.3%",1.1,0.5,1.6,2.6,0.5,2,0.1,2,"7.5",-0.7,0,"2011-2012","433-lud"
"95","25","Greer J. (SF)",27,13,"27:52","8.6",1.1,2.6,"44.3%",1.7,4,"42.6%",2.9,6.6,"43.3%",1.2,1.5,"80.5%",3,1.2,4.2,2.1,0.8,1.1,0.3,2.1,"10.9",-0.5,0,"2011-2012","433-lud"
"96","13","Lischka J. (SF)",34,18,"23:20","8.5",2.9,6.1,"46.4%",0.5,1.6,"32.1%",3.4,7.7,"43.5%",1.3,1.9,"66.2%",3.4,1.2,4.7,1,0.7,1.4,0.2,1.7,"8.8",-2.2,0.1,"2011-2012","433-lud"
"97","19","Looby K. (C)",34,14,"19:22","7.0",2.5,3.7,"68.3%",0,0,"0.0%",2.5,3.7,"68.3%",1.9,3,"63.7%",3.3,2,5.3,0.4,0.4,0.9,1.6,2.9,"11.4",-0.4,0.1,"2011-2012","433-lud"
"98","42","Jazvin E. (C)",15,3,"16:32","5.0",2,3.7,"54.5%",0,0.1,"0.0%",2,3.7,"53.6%",1,1.5,"68.2%",1.6,1.5,3.1,0.8,0.4,1.5,0,2.6,"5.5",-2.4,0,"2011-2012","433-lud"
"99","10","Harris T. (SF)",6,1,"13:03","2.5",1,2.2,"46.2%",0.2,1.3,"12.5%",1.2,3.5,"33.3%",0,0.5,"0.0%",1.3,0.8,2.2,1,0.5,1.2,0,2.2,"2.2",-0.5,0,"2011-2012","433-lud"
"100","11","Koch T. (SF)",25,8,"09:44","2.4",0.1,0.6,"21.4%",0.6,1.4,"44.1%",0.7,1.9,"37.5%",0.4,0.6,"71.4%",1,0.1,1.2,0.2,0.2,0.6,0,1.4,"2.1",-0.6,0,"2011-2012","433-lud"
